tier,title,name,game,url,start_date,end_date,is_multi_day,prize,region,location,n_participants,first_place,second_place,first_place_abbrv,second_place_abbrv,first_place_has_page,second_place_has_page,scrape_time
B,2022,HCS 2021-22 Mexico Pro Series 4,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Pro_Series/4,2022-01-25,2022-01-25,FALSE,NA,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Oceania Pro Series 4,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Pro_Series/4,2022-01-25,2022-01-25,FALSE,NA,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 North America Pro Series 3,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Pro_Series/3,2022-01-20,2022-01-20,FALSE,NA,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Europe Pro Series 3,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Pro_Series/3,2022-01-19,2022-01-19,FALSE,NA,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Mexico Pro Series 3,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Pro_Series/3,2022-01-18,2022-01-18,FALSE,NA,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Oceania Pro Series 3,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Pro_Series/3,2022-01-18,2022-01-18,FALSE,NA,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 North America Pro Series 2,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Pro_Series/2,2022-01-13,2022-01-13,FALSE,NA,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Europe Pro Series 2,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Pro_Series/2,2022-01-12,2022-01-12,FALSE,NA,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Mexico Pro Series 2,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Pro_Series/2,2022-01-11,2022-01-11,FALSE,NA,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Oceania Pro Series 2,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Pro_Series/2,2022-01-11,2022-01-11,FALSE,NA,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 North America Pro Series 1,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Pro_Series/1,2022-01-06,2022-01-06,FALSE,NA,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Europe Pro Series 1,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Pro_Series/1,2022-01-05,2022-01-05,FALSE,NA,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Mexico Pro Series 1,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Pro_Series/1,2022-01-04,2022-01-04,FALSE,NA,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2022,HCS 2021-22 Oceania Pro Series 1,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Pro_Series/1,2022-01-04,2022-01-04,FALSE,NA,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
B,2021,Esports Arena: Series E - Invitational,Halo Infinite,https://liquipedia.net/halo/Esports_Arena/Series_E/Invitational,2021-12-11,2021-12-11,FALSE,25000,North America,"Online, North America",16,Sentinels,OpTic Gaming,SEN,OpTic,FALSE,FALSE,2021-12-30T14:52:33Z
B,2021,Trovo Titans - North America,Halo Infinite,https://liquipedia.net/halo/Trovo_Titans/North_America,2021-12-04,2021-12-05,TRUE,8500,North America,"Online, North America",NA,AbaGoats,Astra Piggy,AG,AP,TRUE,TRUE,2021-12-30T14:52:33Z
B,2021,LVT - 2sDay Kickoff Invitational,Halo Infinite,https://liquipedia.net/halo/LVT/2sDay_Kickoff_Invitational,2021-11-16,2021-11-16,FALSE,5000,North America,"Online, North America",8,TriPPPeY & Lucid,Eco & Mikwen,T&L,E&M,TRUE,TRUE,2021-12-30T14:52:33Z
B,2021,Halo 5 SEND OFF,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_SEND_OFF,2021-06-05,2021-06-06,TRUE,30000,North America,"Online, North America",36,Cloud9,Flyers,C9,FLY,FALSE,TRUE,2021-12-30T14:52:33Z
B,2021,Halo 5 Pro Series Season 4: NA - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_4/North_America/Championship,2021-04-10,2021-04-10,FALSE,10000,North America,"Online, North America",8,Sentinels,Cloud9,SEN,C9,FALSE,FALSE,2021-12-30T14:52:33Z
B,2021,Halo 5 Pro Series Season 4: EMEA - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_4/EMEA/Championship,2021-04-03,2021-04-03,FALSE,10000,Europe,"Online, Europe",8,Cartel,ENG GER ITA FRA,Cartel,EGIF,TRUE,TRUE,2021-12-30T14:52:33Z
B,2021,Halo 5 Pro Series Season 4: LATAM - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_4/Latin_America/Championship,2021-04-03,2021-04-03,FALSE,5000,South America,"Online, South America",8,Pittsburgh Knights,Fire N Ice Esports,PK,FNI,FALSE,FALSE,2021-12-30T14:52:33Z
B,2021,Halo 5 Pro Series Season 3: NA - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_3/North_America/Championship,2021-03-06,2021-03-06,FALSE,10000,North America,"Online, North America",8,Inconceivable,Cloud9,ICE,C9,TRUE,FALSE,2021-12-30T14:52:33Z
B,2021,Halo 5 Pro Series Season 3: EMEA - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_3/EMEA/Championship,2021-02-27,2021-02-27,FALSE,5000,Europe,"Online, Europe",8,Cartel,ENG GER ITA FRA,Cartel,EGIF,TRUE,TRUE,2021-12-30T14:52:33Z
B,2021,Halo 5 Pro Series Season 3: LATAM - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_3/Latin_America/Championship,2021-02-27,2021-02-27,FALSE,5000,South America,"Online, South America",8,Pittsburgh Knights,Fire N Ice Esports,PK,FNI,FALSE,FALSE,2021-12-30T14:52:33Z
B,2020,Halo 5 Pro Series Season 2: NA - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_2/North_America/Championship,2020-12-12,2020-12-12,FALSE,10000,North America,"Online, North America",8,Sentinels,Kansas City Pioneers,SEN,KCP,FALSE,FALSE,2021-12-30T14:52:33Z
B,2020,Halo 5 Pro Series Season 2: ANZ - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_2/ANZ/Championship,2020-12-05,2020-12-05,FALSE,5000,Oceania,"Online, Oceania",8,On Top,Final Form,On Top,FF,TRUE,TRUE,2021-12-30T14:52:33Z
B,2020,Halo 5 Pro Series Season 2: EMEA - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_2/EMEA/Championship,2020-12-05,2020-12-05,FALSE,5000,Europe,"Online, Europe",8,Cartel,Notorious,Cartel,Notorious,TRUE,TRUE,2021-12-30T14:52:33Z
B,2020,Halo 5 Pro Series Season 2: LATAM - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_2/Latin_America/Championship,2020-12-05,2020-12-05,FALSE,5000,South America,"Online, South America",8,Pittsburgh Knights,Fire N Ice Esports,PK,FNI,FALSE,FALSE,2021-12-30T14:52:33Z
B,2020,Halo 5 Pro Series Season 1: NA - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_1/North_America/Championship,2020-11-07,2020-11-07,FALSE,10000,North America,"Online, North America",8,Sentinels,Cloud9,SEN,C9,FALSE,FALSE,2021-12-30T14:52:33Z
B,2020,Halo 5 Pro Series Season 1: ANZ - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_1/ANZ/Championship,2020-10-31,2020-10-31,FALSE,5000,Oceania,"Online, Oceania",8,On Top,Authority,On Top,Authority,TRUE,TRUE,2021-12-30T14:52:33Z
B,2020,Halo 5 Pro Series Season 1: EMEA - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_1/EMEA/Championship,2020-10-31,2020-10-31,FALSE,5000,Europe,"Online, Europe",8,Cartel,Mock-It Esports,Cartel,Mock-It,TRUE,FALSE,2021-12-30T14:52:33Z
B,2020,Halo 5 Pro Series Season 1: LATAM - Championship,Halo 5: Guardians,https://liquipedia.net/halo/Halo_5_Pro_Series/Season_1/Latin_America/Championship,2020-10-31,2020-10-31,FALSE,5000,South America,"Online, South America",8,JustLatam,Fire N Ice Esports,JL,FNI,TRUE,FALSE,2021-12-30T14:52:33Z
B,2019,UGC Halo Classic Atlantic City 2019,Halo 3,https://liquipedia.net/halo/UGC/Halo_Classic/Atlantic_City_2019,2019-09-06,2019-09-08,TRUE,50000,United States,"Atlantic City, United States",20,LuxGaming Clan,Goldmembers,LuxGaming,GM,TRUE,TRUE,2021-12-30T14:52:33Z
B,2019,Red Bull Rise Till Dawn 2019,Halo 3,https://liquipedia.net/halo/Red_Bul_Rise_Till_Dawn/2019,2019-07-13,2019-07-14,TRUE,10000,United States,"Chicago, United States",8,GuuDR,Team Reciprocity,GuuDR,REC,TRUE,FALSE,2021-12-30T14:52:33Z
B,2019,Gamers for Giving 2019,Halo 3,https://liquipedia.net/halo/Gamers_for_Giving/2019,2019-03-23,2019-03-24,TRUE,20000,United States,"Michigan, United States",8,Therapy Works,LuxGaming Clan,TW,LuxGaming,TRUE,TRUE,2021-12-30T14:52:33Z
B,2019,UGC Halo Classic 2019,Halo 3,https://liquipedia.net/halo/UGC/Halo_Classic/2019,2019-01-11,2019-01-13,TRUE,30000,United States,"St. Louis, United States",16,TOX Gaming,Denial Esports,TOX,DNL,FALSE,FALSE,2021-12-30T14:52:33Z
B,2018,Halo 3 2v2 Showdown,Halo 3,https://liquipedia.net/halo/Halo_Championship_Series/2018/Finals/2v2,2018-11-16,2018-11-18,TRUE,10000,United States,"Atlanta, United States",8,Golden Modem Squad,OpTic Gaming,GMS,OpTic,TRUE,FALSE,2021-12-30T14:52:33Z
B,2017,Gfinity HCS London 2017,Halo 5: Guardians,https://liquipedia.net/halo/Gfinity/2017/London,2017-09-15,2017-09-17,TRUE,25000,United Kingdom,"London, United Kingdom",16,Team Infused,Supremacy,INF,SY,FALSE,FALSE,2021-12-30T14:52:33Z
B,2016,ME Las Vegas 2016,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/2016/Las_Vegas,2016-11-19,2016-11-20,TRUE,25000,United States,"Las Vegas, United States",16,Team EnVyUs,Team Liquid,Envy,TL,FALSE,FALSE,2021-12-30T14:52:33Z
B,2016,2050 Chattanooga 2016,Halo 5: Guardians,https://liquipedia.net/halo/2050_Chattanooga/2016,2016-09-03,2016-09-04,TRUE,7500,United States,"Chattanooga, United States",8,Enigma6 Group,Elite Four,E6,E4,FALSE,TRUE,2021-12-30T14:52:33Z
B,2016,Halo World Championship 2016 - London,Halo 5: Guardians,https://liquipedia.net/halo/Halo_World_Championship/2016/EMEA/London,2016-01-15,2016-01-17,TRUE,14274,United Kingdom,"London, United Kingdom",16,Epsilon eSports,Team Dignitas,Epsi,DIG,FALSE,TRUE,2021-12-30T14:52:33Z
B,2015,Iron Games Daytona 2015,Halo 2: Anniversary,https://liquipedia.net/halo/Iron_Games/Daytona/2015,2015-10-30,2015-11-01,TRUE,10000,United States,"Daytona, United States",8,Daytona,Fatal Ambition,Daytona,FTL,TRUE,TRUE,2021-12-30T14:52:33Z
B,2015,Gamescom Invitational 2015,Halo 5: Guardians,https://liquipedia.net/halo/Gamescom/Invitational_2015,2015-08-07,2015-08-07,FALSE,10927,Germany,"Cologne, Germany",4,Epsilon eSports,Supremacy,Epsi,SY,FALSE,FALSE,2021-12-30T14:52:33Z
B,2015,EGL Battle of Europe,Halo 2: Anniversary,https://liquipedia.net/halo/European_Gaming_League/Battle_of_Europe,2015-02-22,2015-02-22,FALSE,11381,United Kingdom,"London, United Kingdom",4,Team Vibe,TCM Gaming,Vibe,TCM,FALSE,FALSE,2021-12-30T14:52:33Z
B,2015,UGC20K St. Louis,Halo 2: Anniversary,https://liquipedia.net/halo/UGC/St._Louis/2015,2015-01-02,2015-02-04,TRUE,20000,United States,"St. Louis, United States",32,Denial eSports,Counter Logic Gaming,DNL,CLG,FALSE,FALSE,2021-12-30T14:52:33Z
B,2015,Gamers for Giving 2015,Halo 2: Anniversary,https://liquipedia.net/halo/Gamers_for_Giving/2015,2015-01-02,2015-02-04,TRUE,10000,United States,"Michigan, United States",32,Evil Geniuses,Counter Logic Gaming,EG,CLG,FALSE,FALSE,2021-12-30T14:52:33Z
B,2014,Iron Games Columbus 2014,Halo 2: Anniversary,https://liquipedia.net/halo/Iron_Games/Columbus/2014,2014-12-12,2014-12-14,TRUE,15000,United States,"Columbus, United States",32,Counter Logic Gaming,Evil Geniuses,CLG,EG,FALSE,FALSE,2021-12-30T14:52:33Z
B,2014,PAX Prime Showdown 2014,Halo 2: Anniversary,https://liquipedia.net/halo/PAX_Prime_Showdown/2014,2014-08-29,2014-09-01,TRUE,10000,North America,"Seattle, North America",8,EXcellence Gaming,VwS Gaming,EX,VwS,FALSE,FALSE,2021-12-30T14:52:33Z
B,2014,RTX 2014,Halo 4,https://liquipedia.net/halo/RTX/2014,2014-07-04,2014-07-06,TRUE,13500,United States,"Austin, United States",19,Vas' Avi,Nighthawks,V'A,NH,TRUE,TRUE,2021-12-30T14:52:33Z
B,2012,MLG Fall Championship 2012,Halo 4,https://liquipedia.net/halo/MLG/2012/Dallas,2012-11-02,2012-11-04,TRUE,40000,United States,"Dallas, United States",8,Warriors,Ambush,Warriors,Ambush,TRUE,TRUE,2021-12-30T14:52:33Z
B,2011,ECL #3 Loughborough,Halo Reach,https://liquipedia.net/halo/European_Console_League/3,2011-07-30,2011-07-31,TRUE,6155,United Kingdom,"Loughborough, United Kingdom",19,Team Dignitas,LiNK Gaming,DIG,LiNK,TRUE,TRUE,2021-12-30T14:52:33Z
B,2011,ECL #2 Blackpool,Halo Reach,https://liquipedia.net/halo/European_Console_League/2,2011-04-22,2011-04-24,TRUE,4959,United Kingdom,"Blackpool, United Kingdom",24,Fnatic,Power Gaming,Fnatic,Power,FALSE,TRUE,2021-12-30T14:52:33Z
B,2010,ECL #1 Liverpool,Halo 3,https://liquipedia.net/halo/European_Console_League/1,2010-07-30,2010-08-01,TRUE,13513,United Kingdom,"Liverpool, United Kingdom",16,Power Gaming,Fnatic,Power,Fnatic,TRUE,FALSE,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Mexico Open Series 10,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/10,2022-03-20,2022-03-20,FALSE,1000,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Oceania Open Series 10,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/10,2022-03-20,2022-03-20,FALSE,1000,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 North America Open Series 10,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/10,2022-03-20,2022-03-20,FALSE,2000,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Mexico Open Series 9,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/9,2022-03-13,2022-03-13,FALSE,1000,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Oceania Open Series 9,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/9,2022-03-13,2022-03-13,FALSE,1000,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 North America Open Series 9,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/9,2022-03-13,2022-03-13,FALSE,2000,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Europe Open Series 10,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/10,2022-02-27,2022-02-27,FALSE,1500,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 North America Open Series 8,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/8,2022-02-27,2022-02-27,FALSE,2000,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Europe Open Series 9,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/9,2022-02-20,2022-02-20,FALSE,1500,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 North America Open Series 7,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/7,2022-02-20,2022-02-20,FALSE,2000,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Europe Open Series 8,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/8,2022-02-06,2022-02-06,FALSE,1500,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Mexico Open Series 8,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/8,2022-02-06,2022-02-06,FALSE,1000,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Oceania Open Series 8,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/8,2022-02-06,2022-02-06,FALSE,1000,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Europe Open Series 7,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/7,2022-01-30,2022-01-30,FALSE,1500,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Mexico Open Series 7,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/7,2022-01-30,2022-01-30,FALSE,1000,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Oceania Open Series 7,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/7,2022-01-30,2022-01-30,FALSE,1000,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Europe Open Series 6,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/6,2022-01-23,2022-01-23,FALSE,1500,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Mexico Open Series 6,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/6,2022-01-23,2022-01-23,FALSE,1000,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Oceania Open Series 6,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/6,2022-01-23,2022-01-23,FALSE,1000,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 North America Open Series 6,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/6,2022-01-23,2022-01-23,FALSE,2000,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Europe Open Series 5,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/5,2022-01-16,2022-01-16,FALSE,1500,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Mexico Open Series 5,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/5,2022-01-16,2022-01-16,FALSE,1000,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Oceania Open Series 5,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/5,2022-01-16,2022-01-16,FALSE,1000,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 North America Open Series 5,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/5,2022-01-16,2022-01-16,FALSE,2000,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Europe Open Series 4,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/4,2022-01-09,2022-01-09,FALSE,1500,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Mexico Open Series 4,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/4,2022-01-09,2022-01-09,FALSE,1000,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Oceania Open Series 4,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/4,2022-01-09,2022-01-09,FALSE,1000,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 North America Open Series 4,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/4,2022-01-09,2022-01-09,FALSE,2000,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Europe Open Series 3,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/3,2022-01-02,2022-01-02,FALSE,1500,Europe,"Online, Europe",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Mexico Open Series 3,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/3,2022-01-02,2022-01-02,FALSE,1000,Mexico,"Online, Mexico",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 Oceania Open Series 3,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/3,2022-01-02,2022-01-02,FALSE,1000,Oceania,"Online, Oceania",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2022,HCS 2021-22 North America Open Series 3,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/3,2022-01-02,2022-01-02,FALSE,2000,North America,"Online, North America",NA,NA,NA,NA,NA,NA,NA,2021-12-30T14:52:33Z
C,2021,College Halo Spring Kickoff,Halo Infinite,https://liquipedia.net/halo/College_Halo/Spring_Kickoff,2021-12-27,2021-12-29,TRUE,500,North America,"Online, North America",20,University of North America,Arizona State University Maroon,UoNA,ASU.M,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,ACGL - Cash Cup #2,Halo Infinite,https://liquipedia.net/halo/ACGL/Cash_Cup_2,2021-12-19,2021-12-19,FALSE,125,South Africa,"Online, South Africa",4,Kamikaze Ninjas,ViNCO Gaming,KN,ViNCO,TRUE,FALSE,2021-12-30T14:52:33Z
C,2021,ACGL - Cash Cup #1,Halo Infinite,https://liquipedia.net/halo/ACGL/Cash_Cup_1,2021-12-12,2021-12-12,FALSE,125,South Africa,"Online, South Africa",8,Kamikaze Ninjas,Ethereal,KN,ETH,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,Road to Raleigh 2K,Halo Infinite,https://liquipedia.net/halo/Antimatter/Road_to_Raleigh_2k,2021-12-12,2021-12-12,FALSE,2029,North America,"Online, North America",74,G2 Esports,Solaris,G2,SOL,FALSE,FALSE,2021-12-30T14:52:33Z
C,2021,Game Pass Open Series 2021,Halo Infinite,https://liquipedia.net/halo/Game_Pass_Open_Series/2021,2021-12-11,2021-12-12,TRUE,4000,North America,"Online, North America",128,FootFungas792,YACHT CLUB,FF792,YC,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,College Halo Kickoff,Halo Infinite,https://liquipedia.net/halo/College_Halo/Kickoff,2021-12-10,2021-12-11,TRUE,500,North America,"Online, North America",32,Ryerson University,University of North America,RYE,UoNA,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,Esports Zone - Kansas City,Halo Infinite,https://liquipedia.net/halo/Esports_Zone/Kansas_City,2021-12-05,2021-12-05,FALSE,1000,United States,"Kansas City, United States",NA,Pioneers,PoBO Esports,KCP,PoBO,FALSE,TRUE,2021-12-30T14:52:33Z
C,2021,Philly Esports - Holiday Bash 2021,Halo Infinite,https://liquipedia.net/halo/Philly_Esports/Holiday_Bash_2021,2021-12-04,2021-12-04,FALSE,5000,United States,"Online, United States",32,Pioneers,5K team,KCP,5K,FALSE,TRUE,2021-12-30T14:52:33Z
